item_id,description,up1,up2,up3,up4,down1,down2,down3,down4,level1,level2,level3,level4,up_ch1,up_ch2,up_ch3,up_ch4,down_ch1,down_ch2,down_ch3,down_ch4,total1,total2,total3,total4,up1_sh,up2_sh,up3_sh,up4_sh,down1_sh,down2_sh,down3_sh,down4_sh,level1_sh,level2_sh,level3_sh,level4_sh,change1_sh,change2_sh,change3_sh,change4_sh,net1_sh,net2_sh,net3_sh,net4_sh,item,id_count,item_id_raw,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust,observations,name1,name2,name3,name4,name5,weight,coicopname,sex,origin,durability,goods_services
212938,CHOCOLATE COVERED ICE CREAM,3092,1303,319,208,2980,1263,382,233,13082,4751,1099,807,.56950212,.58746004,.45215786,.50222099,-.35425282,-.37021482,-.25961477,-.26314014,19154,7317,1800,1248,.16142842,.17807844,.17722222,.16666667,.15558109,.17261173,.21222222,.18669872,.68299049,.64930981,.61055553,.64663464,.31700951,.35069019,.38944444,.35336539,.0058473349,.0054667145,-.034999996,-.020032048,347,1,212938,1,201202,202101,1,289,397,10108,101,112,.13,3,.61835533,.62,.27075154,1010805,339,,212938,23123,108,752,756,,AM,0,,19570,Food and drink,Food,Spreads and confectionary,Ice cream,Chocolate ice cream bar,0,Food and non-alcoholic beverages,Unisex,,ND,Goods
212939,CHILLED PIZZA EACH 300-600G,1686,1105,189,124,1367,839,150,97,9081,5118,1060,701,.4526045,.42413855,.504641,.47157791,-.30252615,-.32181746,-.31892493,-.30481339,12134,7062,1399,922,.13894841,.15647125,.13509649,.13449024,.11265864,.11880487,.10721944,.10520607,.74839294,.72472388,.75768405,.76030368,.25160706,.27527612,.24231593,.23969631,.026289769,.03766638,.027877048,.029284164,348,1,212939,1,201502,202101,1,325,397,10101,101,102,.67000002,6.5,3.0991025,3,1.1130818,1010105,319,,212939,15108,72,890,896,,0G,0,,12035,Food and drink,Food,Bread and cereals,Pizza,Pizza,0,Food and non-alcoholic beverages,Unisex,6,ND,Goods
212940,PROTEIN POWDER 900G-2KG,2646,1760,432,242,2831,1739,487,338,9233,5177,1435,1049,.45813197,.49724209,.49667871,.44747612,-.26505727,-.2823908,-.36248592,-.34232354,14710,8676,2354,1629,.17987764,.20285846,.18351741,.14855739,.19245411,.20043799,.20688191,.20748925,.62766826,.59670353,.60960066,.64395332,.37233174,.40329647,.39039934,.35604665,-.012576476,.0024204701,-.023364499,-.058931857,349,1,212940,1,201502,202101,1,325,397,10109,101,147,3.99,109.99,25.064533,23.99,8.7991123,1010909,1021,,212940,19054,72,890,893,,KG,0,,14662,Food and drink,Food,Condiments,Health drink,Protein powder drink,0,Food and non-alcoholic beverages,Unisex,,ND,Goods
212941,QUICHE 340G-450GQUICHE 340G-450GQUICHE 340G-450G,986,824,294,177,826,731,193,92,3405,3025,1520,1087,.23531491,.24529715,.15235752,.16464739,-.17978162,-.18660954,-.13859035,-.1434837,5217,4580,2007,1356,.18899751,.17991266,.1464873,.13053097,.15832855,.15960699,.096163429,.067846611,.65267396,.66048032,.75734925,.80162239,.34732604,.33951965,.24265072,.19837758,.030668959,.020305663,.050323866,.062684357,350,1,212941,1,201802,202101,1,361,397,10101,101,83,1.13,4.5999999,2.2676604,2.3,.6442343,1010105,1029,,212941,7950,36,1046,1056,,0G,0,,4225,Food and drink,Food,,,,,Food and non-alcoholic beverages,Unisex,,ND,Goods
212942,VEGETABLE CRISPS PACK 80-125G,26,0,303,137,24,0,340,264,125,0,986,676,.67785233,,.50782019,.50044847,-.32311559,,-.34555787,-.37036452,175,0,1629,1077,.14857143,,.18600368,.12720519,.13714285,,.208717,.24512535,.71428573,,.60527933,.62766945,.28571427,,.39472067,.37233055,.01142858,,-.022713318,-.11792016,351,1,212942,1,202002,202101,1,385,397,10107,101,22,.75,2.75,1.7095503,1.66,.49895573,1010705,1220,,212942,2179,12,1169,1176,,5G,0,,,,,,,,,,,,,
213001,COFFEE: GROUND: FILTER FINE,5503,486,69,37,4464,405,70,36,39139,3870,789,510,.177163,.19887984,.19326504,.19578233,-.14923204,-.17999837,-.2226088,-.23226775,49106,4761,928,583,.1120637,.10207939,.074353449,.063464835,.090905391,.085066162,.075431034,.06174957,.79703093,.81285447,.85021549,.8747856,.20296909,.18714556,.14978448,.1252144,.021158308,.017013229,-.0010775849,.0017152652,352,1,213001,1,198802,202101,1,1,397,10201,102,225,.62,7.9899998,2.1100898,2,.78218913,1020101,378,,213001,59029,396,1,97,,NE,0,,39032,Food and drink,Drinks,Hot drinks,Coffee,Ground coffee,0,Food and non-alcoholic beverages,Unisex,1,ND,Goods
213003,COFFEE-INSTANT-100G JAR,7325,897,298,187,7203,507,333,147,56991,6864,1101,789,.15212311,.21862353,.47737372,.46184427,-.11311631,-.24318598,-.31538656,-.31228694,71519,8268,1732,1123,.10242034,.10849056,.17205542,.16651826,.1007145,.061320756,.19226328,.13089937,.79686517,.83018869,.63568127,.70258236,.20313483,.16981132,.3643187,.29741764,.0017058402,.047169808,-.020207852,.035618886,353,1,213003,1,198802,202101,1,1,397,10201,102,232,.37,6.5900002,2.1652353,1.9400001,.72213089,1020101,377,,213003,83078,396,1,54,,AR,0,,59449,Food and drink,Drinks,Hot drinks,Coffee,Instant coffee,0,Food and non-alcoholic beverages,Unisex,1,ND,Goods
213004,HOT MILK DRINK-300-400G,2722,0,0,0,1695,0,0,0,22931,0,0,0,.10431187,,,,-.083550327,,,,27348,0,0,0,.099531956,,,,.06197894,,,,.83848912,,,,.1615109,,,,.037553016,,,,354,1,213004,1,198802,200601,1,1,216,10201,102,220,.38999999,6.5,1.6640258,1.65,.40598124,0,742,,213004,34269,215,361,368,,0G,0,,16318,Food and drink,Drinks,Hot drinks,Milk drink,Hot milk drink (Ovaltine),0,Food and non-alcoholic beverages,Unisex,2,ND,Goods
213005,HOT CHOCOLATE DRINK INSTANT,2252,1050,149,114,2189,887,166,106,14185,5858,1501,972,.28993082,.23779292,.35391226,.39256895,-.23070733,-.20920411,-.27233064,-.28980288,18626,7795,1816,1192,.12090626,.13470173,.082048461,.095637582,.11752389,.11379089,.091409691,.088926174,.76156986,.7515074,.82654184,.81543624,.23843016,.24849263,.17345816,.18456376,.0033823699,.020910837,-.0093612298,.0067114085,355,1,213005,1,201302,202101,1,301,397,10201,102,102,.47999999,4,2.2904994,2.49,.73447323,1020103,741,,213005,21664,96,805,808,,NT,0,,18073,Food and drink,Drinks,Hot drinks,Milk drink,Hot chocolate drink,0,Food and non-alcoholic beverages,Unisex,6,ND,Goods
213006,COFFEE PODS PACK 8-16,897,699,181,114,841,602,212,132,6266,4633,1121,820,.23438969,.20984375,.2981627,.31030047,-.20257303,-.18875858,-.17682236,-.18760338,8004,5934,1514,1066,.11206897,.11779575,.11955086,.10694184,.10507246,.10144927,.14002642,.12382739,.78285855,.78075498,.74042273,.76923078,.21714142,.21924502,.25957727,.23076923,.006996505,.016346477,-.020475559,-.016885549,356,1,213006,1,201602,202101,1,337,397,10201,102,15,1.65,6,3.9414747,4,.67495114,1020101,374,,213006,9935,60,932,945,,16,0,,7226,Food and drink,Drinks,Hot drinks,Coffee,Coffee pods,0,Food and non-alcoholic beverages,Unisex,1,ND,Goods
220104,RESTAURANT-CUP OF COFFEE,3398,0,0,0,811,0,0,0,61658,0,0,0,.096617043,,,,-.098746493,,,,65867,0,0,0,.051588807,,,,.012312691,,,,.93609852,,,,.063901499,,,,.039276116,,,,357,1,220104,11,198802,200601,1,1,216,110101,1101,318,.14,4,.92200923,.85000002,.38321483,0,1085,,220104,87900,215,361,361,,EE,0,,48541,Eating out and hotels,Eating out,Restaurants and cafes,Cup of coffee,Cup of coffee,0,Restaurants and hotels,Unisex,3,S,Services
220106,PUB: COLD FILLED ROLL/SANDWICH,4751,0,0,0,1612,0,0,0,80108,0,0,0,.09922871,,,,-.106172,,,,86471,0,0,0,.054943275,,,,.018642088,,,,.92641461,,,,.073585361,,,,.036301188,,,,358,1,220106,11,198903,201301,1,14,300,110101,1101,287,.30000001,9.5,2.3210874,2.0999999,1.3051926,0,1024,,220106,122729,286,218,220,,CH,0,,86797,Eating out and hotels,Eating out,Restaurants and cafes,Pub sandwich,Pub sandwich,0,Restaurants and hotels,Unisex,3,S,Services
220107,PUB -HOT MEAL,7638,821,178,0,2542,142,115,0,104215,8873,238,0,.069014855,.047475271,.15139575,,-.093377106,-.075828858,-.16549127,,114395,9836,531,0,.066768654,.083468892,.33521658,,.02222125,.014436763,.21657251,,.91101009,.90209436,.44821092,,.088989906,.097905651,.5517891,,.044547401,.069032133,.11864407,,359,1,220107,11,199002,202012,1,25,395,110101,1101,290,.25,22,5.5196872,4.9499998,2.6089973,11010101,1022,,220107,165484,370,137,137,,AL,0,,127058,Eating out and hotels,Eating out,Restaurants and cafes,Pub meal,Pub meal,0,Restaurants and hotels,Unisex,3,S,Services
220108,RESTAURANT - MAIN COURSE 1ST,2244,0,0,0,669,0,0,0,27570,0,0,0,.058917437,,,,-.069846533,,,,30483,0,0,0,.073614798,,,,.021946659,,,,.90443856,,,,.09556146,,,,.051668137,,,,360,1,220108,11,199002,199701,1,25,108,110101,1101,286,.69999999,21,5.2933664,4.4000001,2.8107004,0,1077,,220108,41064,83,860,860,,ST,0,,7676,Eating out and hotels,Eating out,Restaurants and cafes,Main course,Restaurant main,0,Restaurants and hotels,Unisex,3,S,Services
220109,RESTAURANT - SWEET,1744,0,0,0,471,0,0,0,27389,0,0,0,.085358217,,,,-.090289913,,,,29604,0,0,0,.058910958,,,,.015910013,,,,.925179,,,,.074820973,,,,.043000944,,,,361,1,220109,11,199002,199701,1,25,108,110101,1101,286,.25,8.5,1.6548949,1.5,.67965961,0,1079,,220109,39902,83,860,862,,ET,0,,7587,Eating out and hotels,Eating out,Restaurants and cafes,Pudding,Pudding,0,Restaurants and hotels,Unisex,3,S,Services
220110,RESTAURANT - MAIN COURSE 2ND,1976,0,0,0,664,0,0,0,25231,0,0,0,.05957491,,,,-.075828008,,,,27871,0,0,0,.070898063,,,,.023824047,,,,.90527791,,,,.094722107,,,,.047074016,,,,362,1,220110,11,199102,199701,1,37,108,110101,1101,287,.69999999,21,5.1089435,4.25,2.6706932,0,1078,,220110,37577,71,906,906,,ND,0,,7668,Eating out and hotels,Eating out,Restaurants and cafes,Main course,Restaurant main,0,Restaurants and hotels,Unisex,3,S,Services
220111,BURGER IN BUN-EAT IN,2840,311,0,0,767,58,0,0,62996,6124,0,0,.074653313,.059988413,,,-.11271503,-.095289335,,,66603,6493,0,0,.042640723,.047897737,,,.011515997,.0089326967,,,.94584328,.94316959,,,.054156721,.056830436,,,.031124726,.038965039,,,363,1,220111,11,199602,202001,1,97,384,110101,1101,273,.37,11.5,2.0765712,1.99,1.192832,11010101,220,,220111,84881,287,214,214,,IN,0,,83860,Eating out and hotels,Eating out,Restaurants and cafes,Burger,Burger,0,Restaurants and hotels,Unisex,3,S,Services
220112,RESTAURANT-MAIN COURSE-EVENING,1627,0,0,0,485,0,0,0,28448,0,0,0,.061149675,,,,-.081139296,,,,30560,0,0,0,.053239528,,,,.015870418,,,,.93089002,,,,.069109946,,,,.03736911,,,,364,1,220112,11,199702,200601,1,109,216,110101,1101,277,1.4,26.25,7.9295831,7.1999998,3.0207903,0,1086,,220112,40523,107,763,767,,NG,0,,40523,Eating out and hotels,Eating out,Restaurants and cafes,Main course,Restaurant dinner,0,Restaurants and hotels,Unisex,3,S,Services
220113,RESTAURNT-SWEET COURSE-EVENING,1299,0,0,0,403,0,0,0,28553,0,0,0,.09392862,,,,-.10417842,,,,30255,0,0,0,.042935051,,,,.013320113,,,,.94374484,,,,.056255162,,,,.029614938,,,,365,1,220113,11,199702,200601,1,109,216,110101,1101,277,.75,9,2.8402293,2.8,.79874068,0,1088,,220113,39900,107,763,768,,NG,0,,39900,Eating out and hotels,Eating out,Restaurants and cafes,Pudding,Pudding,0,Restaurants and hotels,Unisex,3,S,Services
220114,RESTAURANT-MAIN COURSE-LUNCH,587,0,0,0,184,0,0,0,11048,0,0,0,.065991402,,,,-.088286608,,,,11819,0,0,0,.049665794,,,,.015568153,,,,.93476605,,,,.065233946,,,,.034097642,,,,366,1,220114,11,199702,200601,1,109,216,110101,1101,188,1.35,18,5.4615841,4.9899998,2.0900855,0,1087,,220114,14002,107,763,796,,CH,0,,14002,Eating out and hotels,Eating out,Restaurants and cafes,Main course,Restaurant lunch,0,Restaurants and hotels,Unisex,3,S,Services
220115,FRUIT JUICE,851,0,0,0,369,0,0,0,14137,0,0,0,.067474611,,,,-.084144421,,,,15357,0,0,0,.055414468,,,,.02402813,,,,.92055738,,,,.079442598,,,,.031386338,,,,367,1,220115,11,200502,200901,1,205,252,110101,1101,158,.40000001,2.5,1.2171749,1.2,.30395913,0,637,,220115,24534,47,996,996,,CE,0,,24534,Eating out and hotels,Eating out,Restaurants and cafes,Fruit juice,Fruit juice,0,Restaurants and hotels,Unisex,3,S,Services
220117,BOTTLED MINERAL WATER,2823,447,153,0,810,84,116,0,46524,8886,246,0,.057242293,.045002069,.15140386,,-.10302971,-.074579224,-.16309245,,50157,9417,515,0,.056283269,.047467347,.29708737,,.016149292,.0089200381,.22524272,,.92756742,.94361264,.47766989,,.072432563,.056387387,.52233011,,.040133975,.038547307,.071844652,,369,1,220117,11,200502,202012,1,205,395,110101,1101,166,.49000001,5.5,1.6225674,1.5,.48069713,11010101,187,,220117,75862,190,492,492,,ER,0,,72138,Eating out and hotels,Eating out,Restaurants and cafes,Water,Water,0,Restaurants and hotels,Unisex,5,S,Services
220118,RESTAURANT MAIN COURSE 1,2584,0,0,0,899,0,0,0,35554,0,0,0,.054534521,,,,-.077922203,,,,39037,0,0,0,.06619361,,,,.023029434,,,,.91077697,,,,.089223042,,,,.043164179,,,,370,1,220118,11,200602,201601,1,217,336,110101,1101,172,2.99,31.370001,10.94879,9.9499998,3.7872934,11010101,1083,,220118,51188,119,722,723,, 1,0,,51188,Eating out and hotels,Eating out,Restaurants and cafes,Main course,Main course,0,Restaurants and hotels,Unisex,3,S,Services
220119,RESTAURANT MAIN COURSE 2,1043,0,0,0,391,0,0,0,12004,0,0,0,.053982802,,,,-.099374719,,,,13438,0,0,0,.077615716,,,,.029096592,,,,.89328772,,,,.10671231,,,,.048519123,,,,371,1,220119,11,200602,201201,1,217,288,110101,1101,137,3.25,18.950001,7.7982192,7.7800002,1.9867491,0,1084,,220119,14625,71,906,914,, 2,0,,14625,Eating out and hotels,Eating out,Restaurants and cafes,Main course,Main course,0,Restaurants and hotels,Unisex,3,S,Services
220120,IN STORE CAFETERIA MEAL,1295,251,21,0,537,85,3,0,16658,3477,36,0,.067751639,.051655605,.22945619,,-.089534976,-.068686403,-.11920944,,18490,3813,60,0,.070037857,.065827429,.34999999,,.029042726,.022292158,.050000001,,.90091944,.91188043,.60000002,,.099080585,.088119589,.40000001,,.040995128,.04353527,.29999998,,372,1,220120,11,200602,202012,1,217,395,110101,1101,125,1.29,26,5.997447,5.5,1.8365732,11010101,754,,220120,21680,178,536,541,,AL,0,,20684,Eating out and hotels,Eating out,Restaurants and cafes,Caf̩ meal,Caf̩ meal,0,Restaurants and hotels,Unisex,3,S,Services
220121,RESTAURANT CUP OF COFFEE,2382,442,158,0,783,136,101,0,52629,11302,322,0,.084802359,.083257377,.17357768,,-.099102363,-.092376925,-.16562647,,55794,11880,581,0,.042692762,.037205387,.27194491,,.014033767,.011447811,.17383821,,.94327348,.95134681,.55421686,,.05672653,.0486532,.44578314,,.028658994,.025757575,.098106697,,373,1,220121,11,200602,202012,1,217,395,110101,1101,172,.49000001,5,2.0176375,1.99,.47752932,11010101,1081,,220121,74987,178,536,537,,EE,0,,70588,Eating out and hotels,Eating out,Restaurants and cafes,Cup of coffee,Cup of coffee,0,Restaurants and hotels,Unisex,3,S,Services
220122,RESTAURANT - SWEET COURSE,2958,650,186,0,1087,196,141,0,51758,11003,388,0,.069168791,.052328963,.14344434,,-.10079109,-.08522284,-.13552648,,55803,11849,715,0,.053007904,.054856949,.26013985,,.019479239,.016541481,.1972028,,.92751288,.92860156,.54265732,,.072487146,.07139843,.45734265,,.033528663,.038315468,.062937051,,374,1,220122,11,200602,202012,1,217,395,110101,1101,172,1,11,4.5810351,4.5,1.1398032,11010101,1080,,220122,75358,178,536,536,,SE,0,,70728,Eating out and hotels,Eating out,Restaurants and cafes,Pudding,Pudding,0,Restaurants and hotels,Unisex,3,S,Services
220124,MUFFIN/INDIVIDUAL CAKE,1234,286,98,2,378,63,50,1,26018,6670,244,40,.085864663,.083246559,.17247744,.20192307,-.13742234,-.14500684,-.13797656,-.10714284,27630,7019,392,43,.0446616,.040746544,.25,.046511628,.013680782,.0089756371,.12755102,.023255814,.9416576,.95027781,.62244898,.93023258,.058342382,.04972218,.37755102,.069767445,.030980818,.031770907,.12244898,.023255814,375,1,220124,11,200802,202012,1,241,395,110101,1101,162,.25,5.5,1.64766,1.7,.57470202,11010101,901,,220124,35933,154,612,612,,KE,0,,33203,Eating out and hotels,Eating out,Restaurants and cafes,Cake,Cake,0,Restaurants and hotels,Unisex,3,S,Services
220125,FRUIT JUICE BOTTLE 250-350ML,2389,509,146,0,417,86,112,0,35838,8933,259,0,.040057439,.040059201,.16483593,,-.09119606,-.080502927,-.28093165,,38644,9528,517,0,.061820723,.053421494,.28239846,,.010790808,.0090260282,.21663442,,.92738849,.93755245,.50096714,,.072611533,.062447522,.49903288,,.051029913,.044395465,.06576404,,376,1,220125,11,200902,202012,1,253,395,110101,1101,161,.866,4,2.0728509,2,.36415312,11010101,638,,220125,58220,142,651,651,,ML,0,,54475,Eating out and hotels,Eating out,Restaurants and cafes,Fruit juice,Fruit juice,0,Restaurants and hotels,Unisex,3,S,Services
220126,VEGETARIAN MAIN COURSE,831,0,0,0,398,0,0,0,14329,0,0,0,.070165731,,,,-.10365741,,,,15558,0,0,0,.053413033,,,,.025581695,,,,.92100525,,,,.078994729,,,,.027831338,,,,377,1,220126,11,201202,201601,1,289,336,110101,1101,150,2.99,22,9.1486101,8.9499998,2.0813346,11010101,1223,,220126,21288,47,996,997,,SE,0,,21288,Eating out and hotels,Eating out,Restaurants and cafes,Main meal,Main meal,0,Restaurants and hotels,Unisex,3,S,Services
220127,PUB-ROLL/SANDWICH HOT OR COLD,552,0,0,0,133,0,0,0,8685,0,0,0,.080003463,,,,-.13150483,,,,9370,0,0,0,.05891142,,,,.014194237,,,,.92689437,,,,.073105656,,,,.044717185,,,,378,1,220127,11,201302,201601,1,301,336,110101,1101,133,1,11.5,4.9453154,4.9499998,1.4727753,11010101,1023,,220127,13890,35,1064,1064,,LD,0,,13890,Eating out and hotels,Eating out,Restaurants and cafes,Sandwich,Sandwich,0,Restaurants and hotels,Unisex,3,S,Services
220128,RESTAURANT EVENING MAIN COURSE,1146,851,164,0,366,267,173,0,14595,10823,362,0,.042556982,.036825594,.18258563,,-.076589368,-.073170751,-.10726996,,16107,11941,699,0,.071149193,.071267061,.23462088,,.02272304,.022359936,.24749643,,.90612775,.90637302,.5178827,,.093872234,.093626998,.4821173,,.048426151,.048907124,-.012875542,,379,1,220128,11,201602,202012,1,337,395,110101,1101,146,4.0900002,35,12.87567,12.25,3.7883475,11010101,1082,,220128,23905,58,973,973,,SE,0,,19223,Eating out and hotels,Eating out,Restaurants and cafes,Main course,Main course,0,Restaurants and hotels,Unisex,3,S,Services
220206,STAFF RESTAURANT SWEET,2270,0,0,0,632,0,0,0,40585,0,0,0,.10704704,,,,-.10966493,,,,43487,0,0,0,.052199509,,,,.014533079,,,,.93326741,,,,.066732585,,,,.037666429,,,,381,1,220206,11,198802,200501,1,1,204,110102,1101,287,.059999999,2.75,.42188257,.36000001,.23893742,0,1157,,220206,52837,203,418,419,,ET,0,,30344,Eating out and hotels,Eating out,Canteens,Pudding,Pudding,0,Restaurants and hotels,Unisex,3,S,Services
220207,CUP OF TEA IN CANTEEN,1442,0,0,0,347,0,0,0,28393,0,0,0,.10546648,,,,-.12718834,,,,30182,0,0,0,.047776822,,,,.011496918,,,,.94072628,,,,.059273742,,,,.036279902,,,,382,1,220207,11,198802,200001,1,1,144,110102,1101,280,.0099999998,.75,.1868085,.16,.095236965,0,424,,220207,36945,143,627,631,,EN,0,,15175,Eating out and hotels,Eating out,Canteens,Cup of tea,Cup of tea,0,Restaurants and hotels,Unisex,3,S,Services
220208,STAFF RESTAURNT HOT SNACK ITEM,2062,166,18,0,919,82,13,0,36307,3256,60,14,.10503832,.10829528,.19315319,,-.11583082,-.12286744,-.11141017,,39288,3504,91,14,.052484218,.047374431,.1978022,0,.023391366,.023401827,.14285715,0,.92412442,.92922372,.65934068,1,.07587558,.070776254,.34065935,0,.029092852,.023972604,.054945052,0,383,1,220208,11,200002,202101,1,145,397,110102,1101,194,.1,8.7600002,1.2097651,.76999998,1.0272363,11010200,1158,,220208,48249,252,258,259,,EM,0,,47363,Eating out and hotels,Eating out,Canteens,Hot snack,Hot snack,0,Restaurants and hotels,Unisex,3,S,Services
220209,PRIMARY SCHOOL- FIXED CHARGE,3072,237,12,0,229,31,2,0,50573,4646,509,263,.044233941,.03613491,.044466414,,-.077853315,-.076000683,-.034447789,,53874,4914,523,263,.057021938,.048229549,.022944551,0,.0042506591,.0063085062,.0038240917,0,.93872738,.94546193,.97323138,1,.061272599,.054538056,.026768643,0,.052771278,.041921042,.019120459,0,384,1,220209,11,200302,202012,1,181,395,110102,1101,546,.0099999998,5.4200001,1.8272806,1.8,.42383066,11010200,1012,,220209,67181,214,377,382,,GE,0,,65527,Eating out and hotels,Eating out,Canteens,School meal,School meal,0,Restaurants and hotels,Unisex,3,S,Services
220210,SECONDARY SCHOOL- CAFETERIA,3131,214,5,0,428,62,0,0,52117,4765,448,247,.046957087,.038355596,.041666627,,-.063773736,-.0414626,,,55676,5041,453,247,.056236081,.042451896,.011037528,0,.007687334,.012299147,0,0,.93607658,.94524896,.98896247,1,.063923419,.054751042,.011037528,0,.048548747,.030152749,.011037528,0,385,1,220210,11,200302,202012,1,181,395,110102,1101,546,.40000001,6.25,2.0638888,2,.55504572,11010200,1105,,220210,64167,214,377,383,,IA,0,,62605,Eating out and hotels,Eating out,Canteens,School meal,School meal,0,Restaurants and hotels,Unisex,3,S,Services
220211,STAFF RESTAURANT FIZZY DRINK,990,148,0,0,441,56,0,0,23322,2161,0,0,.10543689,.13653594,,,-.11689378,-.11521719,,,24753,2365,0,0,.039995153,.062579282,,,.017816022,.023678647,,,.9421888,.91374207,,,.057811175,.086257927,,,.02217913,.038900636,,,386,1,220211,11,200502,201901,1,205,372,110102,1101,149,.1,2.5999999,.63354307,.5,.32807079,11010200,1154,,220211,30454,167,552,564,,NK,0,,30454,Eating out and hotels,Eating out,Canteens,Soda,Soda,0,Restaurants and hotels,Unisex,6,S,Services
220212,STAFF RESTAURANT SANDWICH,1373,158,13,0,716,88,8,0,23333,2965,53,16,.096951343,.11557587,.25687164,,-.11645982,-.13689059,-.12464288,,25422,3211,74,16,.054008339,.049205855,.17567568,0,.028164582,.027405793,.10810811,0,.91782707,.92338836,.71621621,1,.082172923,.076611646,.28378379,0,.025843756,.021800062,.067567565,0,387,1,220212,11,200502,202101,1,205,397,110102,1101,150,.23,8.7600002,1.3240871,.94999999,.84866756,11010200,1156,,220212,32098,192,442,450,,CH,0,,31275,Eating out and hotels,Eating out,Canteens,Sandwich,Sandwich,0,Restaurants and hotels,Unisex,3,S,Services
220213,STAFF RESTAURANT PUDDING,809,0,0,0,416,0,0,0,13664,0,0,0,.11794958,,,,-.14266768,,,,14889,0,0,0,.054335415,,,,.027940091,,,,.91772449,,,,.08227551,,,,.026395325,,,,388,1,220213,11,200502,201301,1,205,300,110102,1101,148,.1,3.4000001,.72431827,.60000002,.4889943,0,1155,,220213,18820,95,818,827,,NG,0,,18820,Eating out and hotels,Eating out,Canteens,Pudding,Pudding,0,Restaurants and hotels,Unisex,3,S,Services
220214,STAFF RESTAURANT MAIN COURSE,5685,262,11,0,2780,142,12,0,62429,3100,51,12,.074692622,.077663817,.20064606,,-.084054001,-.1065309,-.18105692,,70894,3504,74,12,.080190144,.074771687,.14864865,0,.039213475,.040525112,.16216215,0,.8805964,.88470322,.6891892,1,.11940362,.1152968,.3108108,0,.04097667,.034246575,-.013513505,0,380,2,220205,11,198802,201401,2,1,397,110102,1101,289,.13,7.1900001,1.6340711,1.4400001,.91013724,0,85,1,220214,87313,396,1,46,,SE,0,,9829,Eating out and hotels,Eating out,Canteens,Main course,Main course,0,Restaurants and hotels,Unisex,3,S,Services
220214,STAFF RESTAURANT MAIN COURSE,5685,262,11,0,2780,142,12,0,62429,3100,51,12,.074692622,.077663817,.20064606,,-.084054001,-.1065309,-.18105692,,70894,3504,74,12,.080190144,.074771687,.14864865,0,.039213475,.040525112,.16216215,0,.8805964,.88470322,.6891892,1,.11940362,.1152968,.3108108,0,.04097667,.034246575,-.013513505,0,389,2,220214,11,201402,202101,2,1,397,110102,1101,112,.72000003,12.67,2.8383327,2.5,1.5838227,11010200,84,1,220214,87313,396,1,46,,SE,0,,9829,Eating out and hotels,Eating out,Canteens,Main course,Main course,0,Restaurants and hotels,Unisex,3,S,Services
220301,FISH & CHIPS TAKEAWAY,6830,272,82,51,960,17,41,22,69149,3705,612,372,.044816334,.047250267,.060963042,.068574078,-.066884227,-.069104031,-.05938052,-.047407366,76939,3994,735,445,.088771626,.068102151,.11156463,.11460674,.012477417,.0042563844,.055782314,.049438201,.89875096,.92764145,.83265305,.83595508,.10124905,.072358534,.16734694,.16404495,.076294206,.063845769,.055782314,.065168537,390,1,220301,11,198802,202101,1,1,397,110101,1101,268,.73000002,13.95,3.3714762,3.05,1.5176917,11010102,543,,220301,95053,396,1,42,,AY,0,,63930,Eating out and hotels,Eating out,Restaurants and cafes,Fish and chips,Fish and chips,0,Restaurants and hotels,Unisex,,S,Services
220302,BEEFBURGER AND BUN - TAKE AWAY,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,391,1,220302,,199601,199601,1,96,96,,,215,.49000001,2.95,1.0591757,.94999999,.42182854,,156,,220302,461,0,1282,1282,,AY,0,,461,Eating out and hotels,Eating out,Restaurants and cafes,Burger,Burger,0,Restaurants and hotels,Unisex,3,S,Services
220303,SANDWICH-TAKE-AWAY (COLD),6269,589,91,54,2167,243,54,22,85982,9378,1233,691,.074099772,.084977776,.11461438,.10664984,-.097004786,-.12284379,-.12823823,-.12585969,94418,10210,1378,767,.066396236,.057688542,.066037737,.070404172,.022951132,.023800196,.039187226,.028683182,.91065264,.91851127,.89477503,.90091264,.08934737,.081488736,.10522497,.099087358,.043445103,.033888347,.02685051,.04172099,392,1,220303,11,198802,202101,1,1,397,110101,1101,281,.22,7.0999999,1.6344225,1.5,.80441689,11010102,1100,,220303,119361,396,1,3,,D),0,,87337,Eating out and hotels,Eating out,Restaurants and cafes,Sandwich,Sandwich,0,Restaurants and hotels,Unisex,3,S,Services
220304,COFFEE -TAKE-AWAY,3330,0,0,0,697,0,0,0,63578,0,0,0,.091444306,,,,-.11927116,,,,67605,0,0,0,.049256712,,,,.010309888,,,,.94043338,,,,.059566602,,,,.038946822,,,,393,1,220304,11,198802,201401,1,1,312,110101,1101,257,.15000001,2.8,.7770443,.64999998,.41916952,0,373,,220304,86159,311,176,176,,AY,0,,57986,Eating out and hotels,Eating out,Restaurants and cafes,Cup of coffee,Cup of coffee,0,Restaurants and hotels,Unisex,3,S,Services
