prices,obs,date,region
9447,127661,2020-01-01,East Midlands
10749,127661,2020-01-01,Yorkshire & Humber
13398,126570,2020-02-01,North West
6749,126570,2020-02-01,Wales
10638,126570,2020-02-01,South West
9438,126570,2020-02-01,East Midlands
10087,126570,2020-02-01,West Midlands
11236,126570,2020-02-01,East Anglia
5406,126570,2020-02-01,Northern Ireland
16437,126570,2020-02-01,South East
14209,126570,2020-02-01,London
6715,126570,2020-02-01,North
11028,126570,2020-02-01,Scotland
10650,126570,2020-02-01,Yorkshire & Humber
9501,118933,2020-03-01,West Midlands
5134,118933,2020-03-01,Northern Ireland
12983,118933,2020-03-01,London
6266,118933,2020-03-01,Wales
8981,118933,2020-03-01,East Midlands
10404,118933,2020-03-01,East Anglia
10552,118933,2020-03-01,Scotland
15454,118933,2020-03-01,South East
9902,118933,2020-03-01,South West
6312,118933,2020-03-01,North
10231,118933,2020-03-01,Yorkshire & Humber
12634,118933,2020-03-01,North West
7287,74251,2020-04-01,London
8156,74251,2020-04-01,North West
6041,74251,2020-04-01,West Midlands
8753,74251,2020-04-01,South East
6679,74251,2020-04-01,East Anglia
6340,74251,2020-04-01,Scotland
5893,74251,2020-04-01,South West
4480,74251,2020-04-01,North
3494,74251,2020-04-01,Northern Ireland
5887,74251,2020-04-01,East Midlands
4493,74251,2020-04-01,Wales
6225,74251,2020-04-01,Yorkshire & Humber
7053,85259,2020-05-01,Yorkshire & Humber
4750,85259,2020-05-01,Wales
7112,85259,2020-05-01,West Midlands
6266,85259,2020-05-01,East Midlands
4853,85259,2020-05-01,North
7129,85259,2020-05-01,South West
7705,85259,2020-05-01,East Anglia
9312,85259,2020-05-01,London
10540,85259,2020-05-01,South East
3653,85259,2020-05-01,Northern Ireland
9192,85259,2020-05-01,North West
7158,85259,2020-05-01,Scotland
5143,94010,2020-06-01,Wales
7628,94010,2020-06-01,Scotland
11899,94010,2020-06-01,South East
7673,94010,2020-06-01,West Midlands
6925,94010,2020-06-01,East Midlands
10352,94010,2020-06-01,London
7819,94010,2020-06-01,South West
10178,94010,2020-06-01,North West
7770,94010,2020-06-01,Yorkshire & Humber
5361,94010,2020-06-01,North
8591,94010,2020-06-01,East Anglia
4097,94010,2020-06-01,Northern Ireland
8132,102371,2020-07-01,West Midlands
13169,102371,2020-07-01,South East
11435,102371,2020-07-01,London
7653,102371,2020-07-01,East Midlands
8437,102371,2020-07-01,South West
8380,102371,2020-07-01,Scotland
9508,102371,2020-07-01,East Anglia
5389,102371,2020-07-01,Wales
11212,102371,2020-07-01,North West
4246,102371,2020-07-01,Northern Ireland
8571,102371,2020-07-01,Yorkshire & Humber
5664,102371,2020-07-01,North
12415,112987,2020-08-01,London
9123,112987,2020-08-01,West Midlands
10213,112987,2020-08-01,East Anglia
6218,112987,2020-08-01,Wales
4820,112987,2020-08-01,Northern Ireland
9385,112987,2020-08-01,South West
15105,112987,2020-08-01,South East
8299,112987,2020-08-01,East Midlands
9289,112987,2020-08-01,Scotland
9700,112987,2020-08-01,Yorkshire & Humber
11900,112987,2020-08-01,North West
5946,112987,2020-08-01,North
6158,116062,2020-09-01,North
6278,116062,2020-09-01,Wales
9992,116062,2020-09-01,Scotland
9104,116062,2020-09-01,West Midlands
9546,116062,2020-09-01,South West
10460,116062,2020-09-01,East Anglia
13126,116062,2020-09-01,London
9723,116062,2020-09-01,Yorkshire & Humber
15370,116062,2020-09-01,South East
4877,116062,2020-09-01,Northern Ireland
8810,116062,2020-09-01,East Midlands
12048,116062,2020-09-01,North West
4814,116826,2020-10-01,Northern Ireland
5322,116826,2020-10-01,North
9856,116826,2020-10-01,South West
10060,116826,2020-10-01,Yorkshire & Humber
9131,116826,2020-10-01,East Midlands
9559,116826,2020-10-01,West Midlands
13598,116826,2020-10-01,London
5213,116826,2020-10-01,Wales
10777,116826,2020-10-01,East Anglia
9703,116826,2020-10-01,Scotland
15793,116826,2020-10-01,South East
12426,116826,2020-10-01,North West
3711,82553,2020-11-01,Northern Ireland
6351,82553,2020-11-01,East Midlands
7996,82553,2020-11-01,London
6625,82553,2020-11-01,South West
7646,82553,2020-11-01,East Anglia
7254,82553,2020-11-01,Scotland
4935,82553,2020-11-01,Wales
4900,82553,2020-11-01,North
9049,82553,2020-11-01,North West
6603,82553,2020-11-01,West Midlands
10081,82553,2020-11-01,South East
6812,82553,2020-11-01,Yorkshire & Humber
8107,94790,2020-12-01,Scotland
9684,94790,2020-12-01,London
12126,94790,2020-12-01,South East
7205,94790,2020-12-01,East Midlands
4033,94790,2020-12-01,Northern Ireland
10106,94790,2020-12-01,North West
5290,94790,2020-12-01,Wales
7764,94790,2020-12-01,Yorkshire & Humber
9242,94790,2020-12-01,East Anglia
5448,94790,2020-12-01,North
7638,94790,2020-12-01,South West
7557,94790,2020-12-01,West Midlands
10071,94079,2021-01-01,North West
10246,94079,2021-01-01,London
12278,94079,2021-01-01,South East
7042,94079,2021-01-01,East Midlands
8480,94079,2021-01-01,East Anglia
7726,94079,2021-01-01,Yorkshire & Humber
7870,94079,2021-01-01,South West
7861,94079,2021-01-01,Scotland
5390,94079,2021-01-01,North
7801,94079,2021-01-01,West Midlands
5128,94079,2021-01-01,Wales
3668,94079,2021-01-01,Northern Ireland
8108,98049,2021-02-01,West Midlands
8295,98049,2021-02-01,South West
8743,98049,2021-02-01,East Anglia
10715,98049,2021-02-01,London
7507,98049,2021-02-01,East Midlands
5304,98049,2021-02-01,Wales
3877,98049,2021-02-01,Northern Ireland
10446,98049,2021-02-01,North West
5539,98049,2021-02-01,North
12711,98049,2021-02-01,South East
7945,98049,2021-02-01,Yorkshire & Humber
8263,98049,2021-02-01,Scotland
3869,100972,2021-03-01,Northern Ireland
7627,100972,2021-03-01,East Midlands
11031,100972,2021-03-01,London
9116,100972,2021-03-01,East Anglia
8379,100972,2021-03-01,West Midlands
8473,100972,2021-03-01,South West
10873,100972,2021-03-01,North West
13167,100972,2021-03-01,South East
5699,100972,2021-03-01,North
5440,100972,2021-03-01,Wales
8265,100972,2021-03-01,Yorkshire & Humber
8437,100972,2021-03-01,Scotland
8391,102092,2021-04-01,Yorkshire & Humber
9246,102092,2021-04-01,East Anglia
8467,102092,2021-04-01,West Midlands
11167,102092,2021-04-01,London
7807,102092,2021-04-01,East Midlands
5852,102092,2021-04-01,North
10933,102092,2021-04-01,North West
13299,102092,2021-04-01,South East
8467,102092,2021-04-01,Scotland
5475,102092,2021-04-01,Wales
8494,102092,2021-04-01,South West
3942,102092,2021-04-01,Northern Ireland
7765,95210,2021-05-01,Scotland
5760,95210,2021-05-01,North
10406,95210,2021-05-01,North West
9076,95210,2021-05-01,East Anglia
9513,95210,2021-05-01,London
12040,95210,2021-05-01,South East
7812,95210,2021-05-01,South West
7357,95210,2021-05-01,East Midlands
7901,95210,2021-05-01,West Midlands
3814,95210,2021-05-01,Northern Ireland
5297,95210,2021-05-01,Wales
7914,95210,2021-05-01,Yorkshire & Humber
6138,109408,2021-06-01,North
9228,109408,2021-06-01,Yorkshire & Humber
11615,109408,2021-06-01,North West
13939,109408,2021-06-01,South East
8527,109408,2021-06-01,West Midlands
8926,109408,2021-06-01,South West
8294,109408,2021-06-01,East Midlands
4852,109408,2021-06-01,Northern Ireland
6160,109408,2021-06-01,Wales
10168,109408,2021-06-01,East Anglia
11561,109408,2021-06-01,London
9412,109408,2021-06-01,Scotland
9150,122056,2021-07-01,East Midlands
15934,122056,2021-07-01,South East
12968,122056,2021-07-01,North West
10020,122056,2021-07-01,Scotland
5176,122056,2021-07-01,Northern Ireland
11018,122056,2021-07-01,East Anglia
6549,122056,2021-07-01,North
10329,122056,2021-07-01,Yorkshire & Humber
14015,122056,2021-07-01,London
9938,122056,2021-07-01,South West
9828,122056,2021-07-01,West Midlands
6542,122056,2021-07-01,Wales
10486,123477,2021-08-01,Yorkshire & Humber
5159,123477,2021-08-01,Northern Ireland
14080,123477,2021-08-01,London
13247,123477,2021-08-01,North West
9277,123477,2021-08-01,East Midlands
6593,123477,2021-08-01,Wales
9951,123477,2021-08-01,West Midlands
11169,123477,2021-08-01,East Anglia
15985,123477,2021-08-01,South East
6586,123477,2021-08-01,North
10274,123477,2021-08-01,Scotland
10081,123477,2021-08-01,South West
10301,122686,2021-09-01,Yorkshire & Humber
9930,122686,2021-09-01,South West
11057,122686,2021-09-01,East Anglia
9907,122686,2021-09-01,West Midlands
15961,122686,2021-09-01,South East
6553,122686,2021-09-01,Wales
13032,122686,2021-09-01,North West
14133,122686,2021-09-01,London
9291,122686,2021-09-01,East Midlands
10212,122686,2021-09-01,Scotland
5125,122686,2021-09-01,Northern Ireland
6616,122686,2021-09-01,North
6523,123103,2021-10-01,Wales
10398,123103,2021-10-01,Yorkshire & Humber
13156,123103,2021-10-01,North West
16077,123103,2021-10-01,South East
10069,123103,2021-10-01,South West
13971,123103,2021-10-01,London
10271,123103,2021-10-01,Scotland
5158,123103,2021-10-01,Northern Ireland
9896,123103,2021-10-01,West Midlands
6588,123103,2021-10-01,North
11190,123103,2021-10-01,East Anglia
9236,123103,2021-10-01,East Midlands
6593,123532,2021-11-01,Wales
9798,123532,2021-11-01,West Midlands
10385,123532,2021-11-01,Scotland
14066,123532,2021-11-01,London
9338,123532,2021-11-01,East Midlands
6597,123532,2021-11-01,North
11240,123532,2021-11-01,East Anglia
16088,123532,2021-11-01,South East
5217,123532,2021-11-01,Northern Ireland
10423,123532,2021-11-01,Yorkshire & Humber
10062,123532,2021-11-01,South West
13128,123532,2021-11-01,North West
10233,123086,2021-12-01,Scotland
16116,123086,2021-12-01,South East
9211,123086,2021-12-01,East Midlands
9896,123086,2021-12-01,West Midlands
10023,123086,2021-12-01,South West
6547,123086,2021-12-01,Wales
13072,123086,2021-12-01,North West
11185,123086,2021-12-01,East Anglia
10487,123086,2021-12-01,Yorkshire & Humber
6535,123086,2021-12-01,North
5110,123086,2021-12-01,Northern Ireland
14074,123086,2021-12-01,London
11289,123655,2022-01-01,East Anglia
10409,123655,2022-01-01,Scotland
6546,123655,2022-01-01,Wales
10138,123655,2022-01-01,South West
5124,123655,2022-01-01,Northern Ireland
9269,123655,2022-01-01,East Midlands
9942,123655,2022-01-01,West Midlands
6584,123655,2022-01-01,North
14154,123655,2022-01-01,London
10520,123655,2022-01-01,Yorkshire & Humber
12983,123655,2022-01-01,North West
16142,123655,2022-01-01,South East
