prices,obs,date,region
9548,103893,1999-02-01,North West
11564,103893,1999-02-01,London
7985,103893,1999-02-01,Scotland
21384,103893,1999-02-01,South East
8558,103893,1999-02-01,South West
8292,103893,1999-02-01,Yorkshire & Humber
9392,103893,1999-02-01,West Midlands
5481,103893,1999-02-01,North
3722,103893,1999-02-01,Northern Ireland
5274,103893,1999-02-01,Wales
7827,103893,1999-02-01,East Midlands
4273,103893,1999-02-01,East Anglia
8083,106210,1999-03-01,East Midlands
8766,106210,1999-03-01,South West
8236,106210,1999-03-01,Scotland
5636,106210,1999-03-01,North
5404,106210,1999-03-01,Wales
4437,106210,1999-03-01,East Anglia
11893,106210,1999-03-01,London
9652,106210,1999-03-01,North West
3744,106210,1999-03-01,Northern Ireland
21626,106210,1999-03-01,South East
9667,106210,1999-03-01,West Midlands
8393,106210,1999-03-01,Yorkshire & Humber
8195,107934,1999-04-01,East Midlands
22005,107934,1999-04-01,South East
5765,107934,1999-04-01,North
5571,107934,1999-04-01,Wales
9638,107934,1999-04-01,North West
3827,107934,1999-04-01,Northern Ireland
8956,107934,1999-04-01,South West
9924,107934,1999-04-01,West Midlands
8327,107934,1999-04-01,Scotland
11947,107934,1999-04-01,London
8575,107934,1999-04-01,Yorkshire & Humber
4453,107934,1999-04-01,East Anglia
4433,109518,1999-05-01,East Anglia
8680,109518,1999-05-01,Yorkshire & Humber
9052,109518,1999-05-01,South West
3942,109518,1999-05-01,Northern Ireland
8253,109518,1999-05-01,East Midlands
9854,109518,1999-05-01,North West
10128,109518,1999-05-01,West Midlands
22299,109518,1999-05-01,South East
5852,109518,1999-05-01,North
5586,109518,1999-05-01,Wales
12259,109518,1999-05-01,London
8394,109518,1999-05-01,Scotland
10009,110967,1999-06-01,North West
8362,110967,1999-06-01,East Midlands
9071,110967,1999-06-01,South West
22469,110967,1999-06-01,South East
4536,110967,1999-06-01,East Anglia
10296,110967,1999-06-01,West Midlands
8525,110967,1999-06-01,Scotland
8945,110967,1999-06-01,Yorkshire & Humber
12417,110967,1999-06-01,London
5584,110967,1999-06-01,Wales
3972,110967,1999-06-01,Northern Ireland
5976,110967,1999-06-01,North
8377,109979,1999-07-01,East Midlands
10258,109979,1999-07-01,West Midlands
12235,109979,1999-07-01,London
22222,109979,1999-07-01,South East
5905,109979,1999-07-01,North
8433,109979,1999-07-01,Scotland
9892,109979,1999-07-01,North West
8800,109979,1999-07-01,Yorkshire & Humber
5556,109979,1999-07-01,Wales
9059,109979,1999-07-01,South West
3901,109979,1999-07-01,Northern Ireland
4526,109979,1999-07-01,East Anglia
8625,107986,1999-08-01,Yorkshire & Humber
9726,107986,1999-08-01,North West
4368,107986,1999-08-01,East Anglia
8897,107986,1999-08-01,South West
8197,107986,1999-08-01,East Midlands
11941,107986,1999-08-01,London
8436,107986,1999-08-01,Scotland
5518,107986,1999-08-01,Wales
21747,107986,1999-08-01,South East
3796,107986,1999-08-01,Northern Ireland
5853,107986,1999-08-01,North
10130,107986,1999-08-01,West Midlands
8459,108310,1999-09-01,Scotland
11886,108310,1999-09-01,London
4342,108310,1999-09-01,East Anglia
9787,108310,1999-09-01,North West
21934,108310,1999-09-01,South East
3748,108310,1999-09-01,Northern Ireland
10190,108310,1999-09-01,West Midlands
5570,108310,1999-09-01,Wales
5875,108310,1999-09-01,North
8692,108310,1999-09-01,Yorkshire & Humber
8953,108310,1999-09-01,South West
8208,108310,1999-09-01,East Midlands
5892,108626,1999-10-01,North
10132,108626,1999-10-01,West Midlands
21988,108626,1999-10-01,South East
4306,108626,1999-10-01,East Anglia
9832,108626,1999-10-01,North West
8300,108626,1999-10-01,East Midlands
9120,108626,1999-10-01,South West
5568,108626,1999-10-01,Wales
3775,108626,1999-10-01,Northern Ireland
8761,108626,1999-10-01,Yorkshire & Humber
11988,108626,1999-10-01,London
8334,108626,1999-10-01,Scotland
8380,108959,1999-11-01,Scotland
9075,108959,1999-11-01,South West
8731,108959,1999-11-01,Yorkshire & Humber
22067,108959,1999-11-01,South East
12082,108959,1999-11-01,London
8326,108959,1999-11-01,East Midlands
5622,108959,1999-11-01,Wales
9846,108959,1999-11-01,North West
4357,108959,1999-11-01,East Anglia
10057,108959,1999-11-01,West Midlands
5752,108959,1999-11-01,North
3932,108959,1999-11-01,Northern Ireland
4487,110478,1999-12-01,East Anglia
10009,110478,1999-12-01,North West
5655,110478,1999-12-01,Wales
9245,110478,1999-12-01,South West
10299,110478,1999-12-01,West Midlands
8747,110478,1999-12-01,Yorkshire & Humber
22458,110478,1999-12-01,South East
12107,110478,1999-12-01,London
8439,110478,1999-12-01,Scotland
8440,110478,1999-12-01,East Midlands
3939,110478,1999-12-01,Northern Ireland
5855,110478,1999-12-01,North
8072,105846,2000-01-01,Scotland
21706,105846,2000-01-01,South East
8446,105846,2000-01-01,Yorkshire & Humber
5287,105846,2000-01-01,Wales
9905,105846,2000-01-01,West Midlands
9664,105846,2000-01-01,North West
3604,105846,2000-01-01,Northern Ireland
11797,105846,2000-01-01,London
4212,105846,2000-01-01,East Anglia
8777,105846,2000-01-01,South West
8079,105846,2000-01-01,East Midlands
5495,105846,2000-01-01,North
5127,99732,2000-02-01,Wales
9400,99732,2000-02-01,North West
5437,99732,2000-02-01,North
11365,99732,2000-02-01,London
7982,99732,2000-02-01,South West
7143,99732,2000-02-01,Scotland
8992,99732,2000-02-01,West Midlands
7643,99732,2000-02-01,Yorkshire & Humber
6367,99732,2000-02-01,East Anglia
7350,99732,2000-02-01,East Midlands
18586,99732,2000-02-01,South East
3543,99732,2000-02-01,Northern Ireland
8244,103687,2000-03-01,South West
5428,103687,2000-03-01,Wales
9404,103687,2000-03-01,West Midlands
9871,103687,2000-03-01,North West
7923,103687,2000-03-01,Yorkshire & Humber
7699,103687,2000-03-01,East Midlands
5671,103687,2000-03-01,North
7590,103687,2000-03-01,Scotland
6483,103687,2000-03-01,East Anglia
19081,103687,2000-03-01,South East
11912,103687,2000-03-01,London
3787,103687,2000-03-01,Northern Ireland
8477,106130,2000-04-01,South West
3954,106130,2000-04-01,Northern Ireland
5797,106130,2000-04-01,North
9953,106130,2000-04-01,North West
8131,106130,2000-04-01,Yorkshire & Humber
5568,106130,2000-04-01,Wales
9669,106130,2000-04-01,West Midlands
6724,106130,2000-04-01,East Anglia
7795,106130,2000-04-01,East Midlands
12225,106130,2000-04-01,London
7744,106130,2000-04-01,Scotland
19509,106130,2000-04-01,South East
10044,107453,2000-05-01,North West
7877,107453,2000-05-01,East Midlands
3975,107453,2000-05-01,Northern Ireland
19646,107453,2000-05-01,South East
5682,107453,2000-05-01,Wales
9690,107453,2000-05-01,West Midlands
6812,107453,2000-05-01,East Anglia
12382,107453,2000-05-01,London
7852,107453,2000-05-01,Scotland
5805,107453,2000-05-01,North
8688,107453,2000-05-01,South West
8254,107453,2000-05-01,Yorkshire & Humber
9609,106540,2000-06-01,West Midlands
8609,106540,2000-06-01,South West
7824,106540,2000-06-01,Scotland
5662,106540,2000-06-01,North
10040,106540,2000-06-01,North West
7640,106540,2000-06-01,East Midlands
19718,106540,2000-06-01,South East
8140,106540,2000-06-01,Yorkshire & Humber
5517,106540,2000-06-01,Wales
6696,106540,2000-06-01,East Anglia
12443,106540,2000-06-01,London
3824,106540,2000-06-01,Northern Ireland
3897,107334,2000-07-01,Northern Ireland
5664,107334,2000-07-01,Wales
8496,107334,2000-07-01,South West
12420,107334,2000-07-01,London
8204,107334,2000-07-01,Yorkshire & Humber
19819,107334,2000-07-01,South East
5848,107334,2000-07-01,North
7743,107334,2000-07-01,East Midlands
10055,107334,2000-07-01,North West
7846,107334,2000-07-01,Scotland
9635,107334,2000-07-01,West Midlands
6879,107334,2000-07-01,East Anglia
5587,104159,2000-08-01,North
8359,104159,2000-08-01,South West
5481,104159,2000-08-01,Wales
7598,104159,2000-08-01,East Midlands
9351,104159,2000-08-01,West Midlands
12121,104159,2000-08-01,London
9774,104159,2000-08-01,North West
8013,104159,2000-08-01,Yorkshire & Humber
3740,104159,2000-08-01,Northern Ireland
6634,104159,2000-08-01,East Anglia
7619,104159,2000-08-01,Scotland
19165,104159,2000-08-01,South East
9411,104363,2000-09-01,West Midlands
8026,104363,2000-09-01,Yorkshire & Humber
3864,104363,2000-09-01,Northern Ireland
5692,104363,2000-09-01,North
5424,104363,2000-09-01,Wales
7651,104363,2000-09-01,East Midlands
12149,104363,2000-09-01,London
6684,104363,2000-09-01,East Anglia
7642,104363,2000-09-01,Scotland
19181,104363,2000-09-01,South East
9732,104363,2000-09-01,North West
8381,104363,2000-09-01,South West
8546,105335,2000-10-01,South West
5600,105335,2000-10-01,Wales
3848,105335,2000-10-01,Northern Ireland
19309,105335,2000-10-01,South East
5747,105335,2000-10-01,North
12139,105335,2000-10-01,London
6753,105335,2000-10-01,East Anglia
9397,105335,2000-10-01,West Midlands
7650,105335,2000-10-01,Scotland
9866,105335,2000-10-01,North West
8161,105335,2000-10-01,Yorkshire & Humber
7679,105335,2000-10-01,East Midlands
9877,105762,2000-11-01,North West
3881,105762,2000-11-01,Northern Ireland
8532,105762,2000-11-01,South West
6809,105762,2000-11-01,East Anglia
8168,105762,2000-11-01,Yorkshire & Humber
19495,105762,2000-11-01,South East
5788,105762,2000-11-01,North
7705,105762,2000-11-01,Scotland
9403,105762,2000-11-01,West Midlands
5559,105762,2000-11-01,Wales
7766,105762,2000-11-01,East Midlands
12061,105762,2000-11-01,London
12092,106142,2000-12-01,London
8512,106142,2000-12-01,South West
6814,106142,2000-12-01,East Anglia
9411,106142,2000-12-01,West Midlands
19483,106142,2000-12-01,South East
9941,106142,2000-12-01,North West
7725,106142,2000-12-01,Scotland
8224,106142,2000-12-01,Yorkshire & Humber
3927,106142,2000-12-01,Northern Ireland
5829,106142,2000-12-01,North
5591,106142,2000-12-01,Wales
7820,106142,2000-12-01,East Midlands
8397,102504,2001-01-01,South West
5633,102504,2001-01-01,North
18974,102504,2001-01-01,South East
5448,102504,2001-01-01,Wales
9229,102504,2001-01-01,West Midlands
9519,102504,2001-01-01,North West
11512,102504,2001-01-01,London
7617,102504,2001-01-01,East Midlands
6650,102504,2001-01-01,East Anglia
7147,102504,2001-01-01,Scotland
3822,102504,2001-01-01,Northern Ireland
7847,102504,2001-01-01,Yorkshire & Humber
5787,104038,2001-02-01,Wales
9263,104038,2001-02-01,West Midlands
7680,104038,2001-02-01,Scotland
3867,104038,2001-02-01,Northern Ireland
8587,104038,2001-02-01,South West
11772,104038,2001-02-01,London
8738,104038,2001-02-01,Yorkshire & Humber
10882,104038,2001-02-01,North West
7834,104038,2001-02-01,East Midlands
9019,104038,2001-02-01,East Anglia
15866,104038,2001-02-01,South East
4133,104038,2001-02-01,North
9112,104696,2001-03-01,East Anglia
9296,104696,2001-03-01,West Midlands
4259,104696,2001-03-01,North
7867,104696,2001-03-01,East Midlands
15670,104696,2001-03-01,South East
10847,104696,2001-03-01,North West
12009,104696,2001-03-01,London
5901,104696,2001-03-01,Wales
8507,104696,2001-03-01,South West
3995,104696,2001-03-01,Northern Ireland
8779,104696,2001-03-01,Yorkshire & Humber
7727,104696,2001-03-01,Scotland
12205,105771,2001-04-01,London
8791,105771,2001-04-01,Yorkshire & Humber
8589,105771,2001-04-01,South West
11072,105771,2001-04-01,North West
3998,105771,2001-04-01,Northern Ireland
5948,105771,2001-04-01,Wales
15843,105771,2001-04-01,South East
9121,105771,2001-04-01,East Anglia
9364,105771,2001-04-01,West Midlands
7831,105771,2001-04-01,East Midlands
4477,105771,2001-04-01,North
7764,105771,2001-04-01,Scotland
4537,108055,2001-05-01,North
9461,108055,2001-05-01,West Midlands
12417,108055,2001-05-01,London
5953,108055,2001-05-01,Wales
7944,108055,2001-05-01,East Midlands
8001,108055,2001-05-01,Scotland
4085,108055,2001-05-01,Northern Ireland
11518,108055,2001-05-01,North West
8967,108055,2001-05-01,Yorkshire & Humber
9258,108055,2001-05-01,East Anglia
16429,108055,2001-05-01,South East
8662,108055,2001-05-01,South West
8054,109596,2001-06-01,East Midlands
11839,109596,2001-06-01,North West
8779,109596,2001-06-01,South West
6021,109596,2001-06-01,Wales
9382,109596,2001-06-01,East Anglia
16577,109596,2001-06-01,South East
4634,109596,2001-06-01,North
9592,109596,2001-06-01,West Midlands
9122,109596,2001-06-01,Yorkshire & Humber
12524,109596,2001-06-01,London
8152,109596,2001-06-01,Scotland
4155,109596,2001-06-01,Northern Ireland
7864,108549,2001-07-01,East Midlands
9288,108549,2001-07-01,East Anglia
8760,108549,2001-07-01,South West
11663,108549,2001-07-01,North West
9579,108549,2001-07-01,West Midlands
8061,108549,2001-07-01,Scotland
16524,108549,2001-07-01,South East
4067,108549,2001-07-01,Northern Ireland
4645,108549,2001-07-01,North
6038,108549,2001-07-01,Wales
9056,108549,2001-07-01,Yorkshire & Humber
12377,108549,2001-07-01,London
8874,106934,2001-08-01,Yorkshire & Humber
5895,106934,2001-08-01,Wales
7860,106934,2001-08-01,Scotland
9542,106934,2001-08-01,West Midlands
16395,106934,2001-08-01,South East
3978,106934,2001-08-01,Northern Ireland
8566,106934,2001-08-01,South West
7734,106934,2001-08-01,East Midlands
9250,106934,2001-08-01,East Anglia
12115,106934,2001-08-01,London
11448,106934,2001-08-01,North West
4602,106934,2001-08-01,North
11254,105656,2001-09-01,North West
5803,105656,2001-09-01,Wales
7740,105656,2001-09-01,Scotland
3858,105656,2001-09-01,Northern Ireland
16208,105656,2001-09-01,South East
8497,105656,2001-09-01,South West
4517,105656,2001-09-01,North
9438,105656,2001-09-01,West Midlands
7784,105656,2001-09-01,East Midlands
11992,105656,2001-09-01,London
8785,105656,2001-09-01,Yorkshire & Humber
9083,105656,2001-09-01,East Anglia
8666,106902,2001-10-01,South West
7828,106902,2001-10-01,Scotland
12131,106902,2001-10-01,London
16367,106902,2001-10-01,South East
5815,106902,2001-10-01,Wales
9185,106902,2001-10-01,East Anglia
11447,106902,2001-10-01,North West
3893,106902,2001-10-01,Northern Ireland
4594,106902,2001-10-01,North
9530,106902,2001-10-01,West Midlands
7840,106902,2001-10-01,East Midlands
8912,106902,2001-10-01,Yorkshire & Humber
11554,107581,2001-11-01,North West
16445,107581,2001-11-01,South East
4545,107581,2001-11-01,North
8731,107581,2001-11-01,South West
9189,107581,2001-11-01,East Anglia
12260,107581,2001-11-01,London
9658,107581,2001-11-01,West Midlands
8882,107581,2001-11-01,Yorkshire & Humber
7863,107581,2001-11-01,East Midlands
3946,107581,2001-11-01,Northern Ireland
7842,107581,2001-11-01,Scotland
5883,107581,2001-11-01,Wales
12162,106644,2001-12-01,London
11328,106644,2001-12-01,North West
7840,106644,2001-12-01,East Midlands
9202,106644,2001-12-01,East Anglia
3949,106644,2001-12-01,Northern Ireland
8760,106644,2001-12-01,Yorkshire & Humber
4534,106644,2001-12-01,North
9550,106644,2001-12-01,West Midlands
7738,106644,2001-12-01,Scotland
5834,106644,2001-12-01,Wales
8601,106644,2001-12-01,South West
16320,106644,2001-12-01,South East
15794,104308,2002-01-01,South East
8410,104308,2002-01-01,South West
7644,104308,2002-01-01,East Midlands
8596,104308,2002-01-01,Yorkshire & Humber
12003,104308,2002-01-01,London
7616,104308,2002-01-01,Scotland
8993,104308,2002-01-01,East Anglia
9373,104308,2002-01-01,West Midlands
4584,104308,2002-01-01,North
11139,104308,2002-01-01,North West
5653,104308,2002-01-01,Wales
3876,104308,2002-01-01,Northern Ireland
7638,102172,2002-02-01,East Midlands
8702,102172,2002-02-01,East Anglia
11699,102172,2002-02-01,London
4983,102172,2002-02-01,North
8357,102172,2002-02-01,Yorkshire & Humber
7426,102172,2002-02-01,Scotland
5634,102172,2002-02-01,Wales
8982,102172,2002-02-01,South West
10559,102172,2002-02-01,North West
14866,102172,2002-02-01,South East
8919,102172,2002-02-01,West Midlands
3822,102172,2002-02-01,Northern Ireland
7600,104671,2002-03-01,Scotland
9237,104671,2002-03-01,South West
5758,104671,2002-03-01,Wales
9087,104671,2002-03-01,West Midlands
11964,104671,2002-03-01,London
15070,104671,2002-03-01,South East
7822,104671,2002-03-01,East Midlands
8588,104671,2002-03-01,Yorkshire & Humber
3976,104671,2002-03-01,Northern Ireland
5014,104671,2002-03-01,North
10887,104671,2002-03-01,North West
9041,104671,2002-03-01,East Anglia
5764,104217,2002-04-01,Wales
7730,104217,2002-04-01,East Midlands
9096,104217,2002-04-01,West Midlands
9137,104217,2002-04-01,South West
15090,104217,2002-04-01,South East
10797,104217,2002-04-01,North West
9048,104217,2002-04-01,East Anglia
4950,104217,2002-04-01,North
7560,104217,2002-04-01,Scotland
3960,104217,2002-04-01,Northern Ireland
8561,104217,2002-04-01,Yorkshire & Humber
11943,104217,2002-04-01,London
5051,106651,2002-05-01,North
4030,106651,2002-05-01,Northern Ireland
5932,106651,2002-05-01,Wales
15365,106651,2002-05-01,South East
9261,106651,2002-05-01,East Anglia
7885,106651,2002-05-01,East Midlands
11027,106651,2002-05-01,North West
7757,106651,2002-05-01,Scotland
9276,106651,2002-05-01,South West
9253,106651,2002-05-01,West Midlands
12240,106651,2002-05-01,London
8794,106651,2002-05-01,Yorkshire & Humber
9301,106955,2002-06-01,South West
15488,106955,2002-06-01,South East
8709,106955,2002-06-01,Yorkshire & Humber
9276,106955,2002-06-01,East Anglia
12323,106955,2002-06-01,London
11117,106955,2002-06-01,North West
7832,106955,2002-06-01,Scotland
4017,106955,2002-06-01,Northern Ireland
5070,106955,2002-06-01,North
7821,106955,2002-06-01,East Midlands
5870,106955,2002-06-01,Wales
9321,106955,2002-06-01,West Midlands
7849,106605,2002-07-01,Scotland
4953,106605,2002-07-01,North
8768,106605,2002-07-01,Yorkshire & Humber
9262,106605,2002-07-01,East Anglia
9352,106605,2002-07-01,West Midlands
15392,106605,2002-07-01,South East
12261,106605,2002-07-01,London
9272,106605,2002-07-01,South West
7716,106605,2002-07-01,East Midlands
5962,106605,2002-07-01,Wales
11097,106605,2002-07-01,North West
3956,106605,2002-07-01,Northern Ireland
3942,104997,2002-08-01,Northern Ireland
12112,104997,2002-08-01,London
7800,104997,2002-08-01,Scotland
9134,104997,2002-08-01,East Anglia
5850,104997,2002-08-01,Wales
10944,104997,2002-08-01,North West
7684,104997,2002-08-01,East Midlands
4917,104997,2002-08-01,North
9241,104997,2002-08-01,West Midlands
9147,104997,2002-08-01,South West
15218,104997,2002-08-01,South East
8582,104997,2002-08-01,Yorkshire & Humber
3771,103963,2002-09-01,Northern Ireland
12030,103963,2002-09-01,London
7673,103963,2002-09-01,East Midlands
5838,103963,2002-09-01,Wales
4832,103963,2002-09-01,North
8485,103963,2002-09-01,Yorkshire & Humber
8947,103963,2002-09-01,South West
15104,103963,2002-09-01,South East
10855,103963,2002-09-01,North West
9002,103963,2002-09-01,East Anglia
8938,103963,2002-09-01,West Midlands
7856,103963,2002-09-01,Scotland
7747,105493,2002-10-01,East Midlands
9175,105493,2002-10-01,West Midlands
12117,105493,2002-10-01,London
7838,105493,2002-10-01,Scotland
15263,105493,2002-10-01,South East
4903,105493,2002-10-01,North
9158,105493,2002-10-01,East Anglia
9198,105493,2002-10-01,South West
8599,105493,2002-10-01,Yorkshire & Humber
10934,105493,2002-10-01,North West
3800,105493,2002-10-01,Northern Ireland
5968,105493,2002-10-01,Wales
8641,106130,2002-11-01,Yorkshire & Humber
9260,106130,2002-11-01,East Anglia
15429,106130,2002-11-01,South East
3942,106130,2002-11-01,Northern Ireland
9181,106130,2002-11-01,South West
7983,106130,2002-11-01,Scotland
5944,106130,2002-11-01,Wales
12092,106130,2002-11-01,London
7761,106130,2002-11-01,East Midlands
9243,106130,2002-11-01,West Midlands
10962,106130,2002-11-01,North West
4886,106130,2002-11-01,North
8632,106032,2002-12-01,Yorkshire & Humber
9164,106032,2002-12-01,East Anglia
9135,106032,2002-12-01,West Midlands
15383,106032,2002-12-01,South East
7975,106032,2002-12-01,Scotland
9226,106032,2002-12-01,South West
12208,106032,2002-12-01,London
11004,106032,2002-12-01,North West
5919,106032,2002-12-01,Wales
3911,106032,2002-12-01,Northern Ireland
4874,106032,2002-12-01,North
7787,106032,2002-12-01,East Midlands
3738,103660,2003-01-01,Northern Ireland
4817,103660,2003-01-01,North
7550,103660,2003-01-01,East Midlands
11942,103660,2003-01-01,London
8469,103660,2003-01-01,Yorkshire & Humber
15008,103660,2003-01-01,South East
5830,103660,2003-01-01,Wales
7715,103660,2003-01-01,Scotland
9026,103660,2003-01-01,East Anglia
9104,103660,2003-01-01,South West
8947,103660,2003-01-01,West Midlands
10731,103660,2003-01-01,North West
11911,106569,2003-02-01,London
7996,106569,2003-02-01,East Midlands
5592,106569,2003-02-01,Wales
4950,106569,2003-02-01,North
9572,106569,2003-02-01,South West
9305,106569,2003-02-01,East Anglia
8241,106569,2003-02-01,Scotland
8947,106569,2003-02-01,Yorkshire & Humber
15213,106569,2003-02-01,South East
11066,106569,2003-02-01,North West
9311,106569,2003-02-01,West Midlands
3930,106569,2003-02-01,Northern Ireland
8155,107246,2003-03-01,Scotland
9332,107246,2003-03-01,East Anglia
8018,107246,2003-03-01,East Midlands
9036,107246,2003-03-01,Yorkshire & Humber
5033,107246,2003-03-01,North
9661,107246,2003-03-01,South West
15219,107246,2003-03-01,South East
9361,107246,2003-03-01,West Midlands
11144,107246,2003-03-01,North West
3994,107246,2003-03-01,Northern Ireland
5614,107246,2003-03-01,Wales
11991,107246,2003-03-01,London
8240,96279,2003-04-01,Yorkshire & Humber
8600,96279,2003-04-01,South West
4823,96279,2003-04-01,Wales
13824,96279,2003-04-01,South East
8475,96279,2003-04-01,West Midlands
7051,96279,2003-04-01,East Midlands
7236,96279,2003-04-01,Scotland
8518,96279,2003-04-01,East Anglia
4248,96279,2003-04-01,North
3717,96279,2003-04-01,Northern Ireland
11134,96279,2003-04-01,London
9897,96279,2003-04-01,North West
14424,99396,2003-05-01,South East
7408,99396,2003-05-01,Scotland
4985,99396,2003-05-01,Wales
8656,99396,2003-05-01,West Midlands
8838,99396,2003-05-01,South West
8676,99396,2003-05-01,East Anglia
11481,99396,2003-05-01,London
10231,99396,2003-05-01,North West
3843,99396,2003-05-01,Northern Ireland
7363,99396,2003-05-01,East Midlands
8470,99396,2003-05-01,Yorkshire & Humber
4429,99396,2003-05-01,North
7568,100902,2003-06-01,Scotland
10399,100902,2003-06-01,North West
11656,100902,2003-06-01,London
8526,100902,2003-06-01,Yorkshire & Humber
8822,100902,2003-06-01,East Anglia
14707,100902,2003-06-01,South East
7434,100902,2003-06-01,East Midlands
5091,100902,2003-06-01,Wales
8758,100902,2003-06-01,West Midlands
4466,100902,2003-06-01,North
8955,100902,2003-06-01,South West
3913,100902,2003-06-01,Northern Ireland
3797,101269,2003-07-01,Northern Ireland
11641,101269,2003-07-01,London
8746,101269,2003-07-01,West Midlands
8964,101269,2003-07-01,East Anglia
14784,101269,2003-07-01,South East
9036,101269,2003-07-01,South West
7594,101269,2003-07-01,Scotland
4513,101269,2003-07-01,North
8553,101269,2003-07-01,Yorkshire & Humber
10406,101269,2003-07-01,North West
5112,101269,2003-07-01,Wales
7518,101269,2003-07-01,East Midlands
3791,100534,2003-08-01,Northern Ireland
8650,100534,2003-08-01,West Midlands
7461,100534,2003-08-01,East Midlands
5065,100534,2003-08-01,Wales
10340,100534,2003-08-01,North West
14609,100534,2003-08-01,South East
8965,100534,2003-08-01,East Anglia
4513,100534,2003-08-01,North
8936,100534,2003-08-01,South West
7584,100534,2003-08-01,Scotland
8517,100534,2003-08-01,Yorkshire & Humber
11507,100534,2003-08-01,London
8783,101448,2003-09-01,West Midlands
7570,101448,2003-09-01,Scotland
14782,101448,2003-09-01,South East
9024,101448,2003-09-01,East Anglia
10431,101448,2003-09-01,North West
5118,101448,2003-09-01,Wales
4526,101448,2003-09-01,North
8570,101448,2003-09-01,Yorkshire & Humber
9029,101448,2003-09-01,South West
11696,101448,2003-09-01,London
7481,101448,2003-09-01,East Midlands
3844,101448,2003-09-01,Northern Ireland
7718,104513,2003-10-01,East Midlands
10728,104513,2003-10-01,North West
5284,104513,2003-10-01,Wales
9327,104513,2003-10-01,East Anglia
8844,104513,2003-10-01,Yorkshire & Humber
14992,104513,2003-10-01,South East
4050,104513,2003-10-01,Northern Ireland
9091,104513,2003-10-01,West Midlands
